sourceID	source	source_desc	change_date	changer	link_note	links
AZ442	Lund. With Deliberate Intent to Defraud?	Lund, Judith N. 'With Deliberate Intent to Defraud? Emma Jane's Last 'Whaling' Voyage.' The Dukes County Intelligencer, 43:2 (November 2001).	2021-08-31			
AZ443	Schmitt. Mark Well the Whale	Schmitt, Frederick P. Mark Well the Whale. Port Washington, NY: Ira J. Friedman Division, Kennikat Press, 1971.	2019-01-05			
AZ444	Martha’s Vineyard Historical Society. Annual Report, 2005	Annual Report, 2005. Edgartown, MA: Martha’s Vineyard Historical Society, 2006.	2019-01-05			
AZ445	New London, CT. Inward foreign manifests	Bureau of Customs. New London, CT. Inward foreign manifests. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ446	Ten Pound Island Book Company. Catalog 165	Catalog 165. Gloucester, MA: Ten Pound Island Book Company, 2006.	2019-01-05			
AZ447	William Reese Company. Catalog 240	Catalog 240. New Haven, CT: William Reese Company, 2005. reeseco.com. Internet.	2019-01-05			
AZ448	Barthelmess, Klaus	Barthelmess, Klaus. Personal correspondence re Billy Moog journal for sale on aquilabooks.com.	2019-01-05			
AZ449	Frank, Stuart M	Frank, Stuart M. Personal correspondence.	2019-01-05			
AZ450	Ricketson. The History of New Bedford	Ricketson, Daniel. The History of New Bedford. New Bedford: by the author, 1858.	2019-01-05			https://archive.org/details/historyofnewbedf00rick
AZ451	Worth. Report of the Historical Section	Worth, Henry B. 'Report of the Historical Section' Old Dartmouth Historical Sketches 17 (1907).	2025-01-16	dtc		https://www.whalingmuseum.org/wp-content/uploads/2021/11/Old-Dartmouth-Historical-Sketches_No.17.pdf
AZ452	Songini. The Lost Fleet	Songini, Marc. The Lost Fleet: A Yankee Whaler’s Struggle Against the Confederate Navy and Arctic Disaster. New York: St. Martin’s Press, 2007.	2019-01-05			
AZ453	Williams. Loss of the Arctic Fleet	William F. Williams. 'Loss of the Arctic Fleet.' Famous Fleets in New Bedford’s History: Stories of Wooden ships and Iron Men. New Bedford, MA: Reynolds Printing, 1935.	2019-01-05			
AZ454	Bruce Gimelson Antique. Advertisement	Advertisement, Bruce Gimelson Antiques, Maine Antiques Digest, February 2007.	2019-01-05			
AZ455	East Hampton Library. Logs/Journals in the Long Island Collection	Logs/Journals in the Long Island Collection, East Hampton Library, East Hampton, NY.	2019-01-05			
AZ456	Barnstable, MA, Inward and outward foreign manifests	Bureau of Customs. Barnstable, MA, Inward and outward foreign manifests. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ457	Balcewicz, Arlene	Balcewicz, Arlene. Long Island Maritime Museum. Personal communication.	2019-01-05			
AZ458	Kougeas, Nancy	Kougeas, Nancy. Bristol Historic and Preservation Society. Personal communication re list of whaling logbooks in the collection.	2019-01-05			
AZ459	The Bulletin from Johnny Cake Hill. Summer, 2007.	The Bulletin from Johnny Cake Hill, New Bedford, MA: New Bedford Whaling Museum. Summer, 2007.	2019-01-05			
AZ460	Chyet. Lopez of Newport	Chyet, Stanley F. Lopez of Newport. Detroit: Wayne State University Press, 1970.	2019-01-05			
AZ461	Dighton/Fall River, MA, Inward and outward documents 1831-1839	Bureau of Customs. Dighton/Fall River, MA, Inward and outward foreign manifests, clearances, and other misc documents 1831-1839. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ462	Dighton/Fall River, MA, Crew Lists and manifests 1834-44, 1845-52, 1854-61	Bureau of Customs. Dighton/Fall River, MA, Crew Lists and foreign manifests 1834-44, 1845-52, 1854-61. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ463	Dolin. Leviathan	Dolin, Eric Jay. Leviathan: The History of Whaling in America. New York: W.W. Norton & Company, 2007.	2019-01-05			
AZ464	Ten Pound Island Book Company. Catalog 163	Catalog 163. Gloucester, MA: Ten Pound Island Book Company, 2006.	2019-01-05			
AZ465	New Bedford Whaling Museum. Annual Report, 2004	Annual Report, 2004. New Bedford, MA: New Bedford Whaling Museum, 2005.	2019-01-05			
AZ466	Gould Auction Co. Auction Advertisement	Auction Advertisement, Gould Auction Co, Gardiner, Me, Maine Antiques Digest, March 14, 2003.	2019-01-05			
AZ467	New Bedford Whaling Museum. Annual Report, 2000	Annual Report, 2000. New Bedford, MA: New Bedford Whaling Museum, 2001.	2019-01-05			
AZ468	Peterson. Home Again: The Eliot Collection Returns to Mystic	Peterson, William N. 'Home Again: The Eliot Collection Returns to Mystic.' Mystic Seaport Magazine, Summer, 2007.	2019-01-05			
AZ469	Warrin, Don	Warrin, Don. Personal communication.	2019-01-05			
AZ470	Ashley. Logbook of the Schooner Thacher, 1808-1809	Ashley, Williams. Logbook of the Schooner Thacher, 1808-1809. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ471	Peck. 200th Anniversary of Warren, Rhode Island	Peck, Henry J. 200th Anniversary of Warren, Rhode Island Historical Sketch. 1747-1947 Warren: Town of Warren, 1947	2019-01-05			https://hdl.handle.net/2027/wu.89072990617
AZ472	Nebiker. Warren’s Whaling History	Nebiker, Walter. 'Warren’s Whaling History.' Warren 250th Anniversary Commemorative Book. Springfield, Missouri: 1998.	2019-01-05			
AZ473	Northeast Auctions. Auction Catalog	Auction Catalog. Portsmouth, NH: Northeast Auctions, August 18-19, 2007.	2019-01-05			
AZ474	PBA Galleries. Auction Catalog	Auction Catalog. San Francisco, CA: PBA Galleries, October 25, 2001, downloaded from the internet Oct 15, 2001	2019-01-05			
AZ475	New Bedford Whaling Museum Research Library. Scrapbook 16	Scrapbook 16. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ476	Gill, Michael	Gill, Michael, East Hampton, NY. Personal communication.	2019-01-05			
AZ477	The Arctic Catch	The Arctic Catch. Clipping from unidentified newspaper. [1888] Nicholson Collection, Providence Public Library, Providence, RI. Misc vol. 15.	2019-01-05			
AZ478	Ten Pound Island Book Company. Catalog 174	Catalog 174. Gloucester, MA: Ten Pound Island Book Company, 2007.	2019-01-05			
AZ479	Crawford. Whalers from the Golden Gate	Crawford, Richard W. Whalers from the Golden Gate: A History of the San Francisco Whaling Industry, 1822-1908 Submitted in partial fulfillment for the requirements for the degree Master of Arts in History, San Diego State University, Spring, 1981.	2019-01-05			
AZ480	Laflin. List of Officers Comprising Whaling Fleet San Francisco	Laflin, James [and later, and P.] List of Officers Comprising Whaling Fleet San Francisco, Cal. San Francisco: by the author, 1885-1906.	2019-01-05			
AZ481	New Bedford Whaling Museum. Annual Report, 2006	Annual Report, 2006. New Bedford, MA: New Bedford Whaling Museum, 2007.	2019-01-05			
AZ482	New Bedford Whaling Museum. Annual Report, 1998-1999	Annual Report, 1998-1999. New Bedford, MA: New Bedford Whaling Museum, 1999.	2019-01-05			
AZ483	New Bedford Whaling Museum. Annual Report, 2003	Annual Report, 2003. New Bedford, MA: New Bedford Whaling Museum, 2004.	2019-01-05			
AZ484	The Arctic Season	'The Arctic Season.' Unidentified clipping quoting San Francisco Journal of Commerce glued into Laflin List for the 1886 season, NBWM copy, hand dated 1886.	2021-08-31			
AZ485	Parmentier. From the Davis Straits to the Falklands	Parmentier, Jan. University of Ghent (pers. comm.): from a presentation entitled 'From the Davis Straits to the Falklands: Nantucket Whaling during the period 1772-1777,' given at the annual Whaling History Symposium sponsored by the Kendall Institute and New Bedford Whaling Museum, 15-16 October 2005.	2019-01-05			
AZ486	Sea Letter, Ship Warren of Sag Harbor, NY. 1811	Sea Letter, Ship Warren of Sag Harbor, NY. 1811. Nicholson Collection, Providence Public Library, Providence, RI.	2021-08-31			
AZ487	Reeves, Randall R.	Reeves, Randall R. Personal communication.	2019-01-05			
AZ488	Logbook of a voyage on the schooner E. H. Hatfield of Provincetown, MA, 1876-1876	Unknown keeper. Logbook of a voyage on the schooner E. H. Hatfield of Provincetown, MA, 1876-1876. Nicholson Collection, Providence Public Library, Providence, RI. Annual Report	2021-08-31			https://archive.org/details/logbookofehhatfi00ehha_0
AZ489	Nantucket Historical Association. Annual Report, 2007	Annual Report, 2007. Nantucket, MA: Nantucket Historical Association, 2008.	2019-01-05			
AZ490	Scammon. The Marine Mammals of the Northwestern Coast of North America	Scammon, Charles M. The Marine Mammals of the Northwestern Coast of North America. New York: Dover Publications, 1968.	2019-01-05			
AZ491	New Bedford Whaling Museum. Annual Report, 2007	Annual Report, 2007. New Bedford, MA: New Bedford Whaling Museum, 2008.	2019-01-05			
AZ492	New Bedford Whaling Museum. Henderson Collection	Henderson Collection, Research Library, New Bedford Whaling Museum, New Bedford, MA.	2019-01-05			
AZ493	Henderson. Nineteenth Century Gray Whaling	Henderson, David A. Nineteenth Century Gray Whaling: Grounds, Catches and Kills, Practices and Depletion of the Whale Population. The Gray Whale. Eds. Mary Lou Jones, Steven L. Swartz and Steven Leatherwood. Orlando, FL: Academic Press, Inc., 1984.	2021-08-31			
AZ494	Lebo, Susan	Lebo, Susan. Personal communication regarding shipping arrivals and departures from Hawaii.	2019-01-05			
AZ495	Henderson. Journal aboard the Bark Ocean Bird	Henderson, David A., ed. Journal aboard the Bark Ocean Bird on a Whaling Voyage to Scammon’s Lagoon, winter of 1858-1859 by Charles Melville Scammon. Los Angeles: Dawson’s Book Shop, 1970.	2019-01-05			
AZ496	Ring, Richard	Ring, Richard. Special Collections Librarian, Providence Public Library, Providence, RI. Personal communication.	2019-01-05			
AZ497	Tobey. Journal of a voyage on the ship Japan of Nantucket, 1838-1841	Tobey, John. Journal of a voyage on the ship Japan of Nantucket, 1838-1841. IMA microfilm, New Bedford Whaling Museum Research Library, New Bedford, Massachusetts.	2019-01-05			
AZ498	Pereira, Laura	Pereira, Laura. Librarian, New Bedford Whaling Museum Research Library, New Bedford, MA. Personal communication.	2019-01-05			
AZ499	Hegarty. New Bedford and American Whaling	Hegarty, Reginald P. New Bedford and American Whaling. New Bedford, MA: Reynolds Printing, Inc., 1960.	2019-01-05			
AZ500	Gerstein, Michael	Gerstein, Michael. Personal communication.	2019-01-05			
AZ501	Whalemen’s Shipping List and Merchants’ Transcript. 5 October, 1847	Whalemen’s Shipping List and Merchants’ Transcript. New Bedford, MA. 5 October, 1847.	2019-01-05			https://www.nber.org/chapters/c8278.pdf
AZ502	Muller-Wille, Ludger, & Gieseking. Bei Inuit und Walfangern auf Baffin-Land	Müller-Wille, Ludger, & Bernd Gieseking, eds.. Bei Inuit und Walfängern auf Baffin-Land. 1883/1884. Das arktische Tagebuch des Wilhelm Weike(= Mindener Beiträge, 30). Minden: Mindener Geschichtsverein, 2008.	2021-08-31			
AZ503	Logbook of a voyage on the brig Sarah Louisa of New Bedford, 1840-1842	Unknown keeper. Logbook of a voyage on the brig Sarah Louisa of New Bedford, 1840-1842. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ504	Whalemen’s Shipping List and Merchants’ Transcript. 11 January 1848.	Whalemen’s Shipping List and Merchants’ Transcript. New Bedford, MA. 11 January 1848.	2019-01-05			
AZ505	Logbook of the brig America of Wareham, voyage of 1842-1844	Unknown keeper. Logbook of the brig America of Wareham, voyage of 1842-1844. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ506	Holmes. Journal of a voyage on the schooner George W. Lewis of Provincetown, 1861-1862	Holmes, Hiram. Journal of a voyage on the schooner George W. Lewis of Provincetown, 1861-1862. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ507	Holmes. Journal of a voyage on the schooner George W. Lewis of Provincetown, 1862-1863	Holmes, Hiram. Journal of a voyage on the schooner George W. Lewis of Provincetown, 1862-1863. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ508	Shipping Information. June 23, 1847.	Shipping Information. New Bedford [MA] Daily Mercury, June 23, 1847.	2019-01-05			
AZ509	Holmes. Journal of a voyage on the schooner Walter Irving of Provincetown, 1856-1858	Holmes, Hiram. Journal of a voyage on the schooner Walter Irving of Provincetown, 1856-1858. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ510	U.S. Circuit Court for Massachusetts. Case Files, October 1847	U.S. Circuit Court for Massachusetts. Case Files, October 1847. RG 21 National Archives and Records Administration, Northeast Region, Waltham, MA.	2019-01-05			
AZ511	Stackpole. Whales and Destiny	Stackpole, Edouard A. Whales and Destiny. University of Massachusetts Press, 1972.	2019-01-05			
AZ512	Butler. New Bedford Shipping Arrivals and Departures	Butler, Martin J. New Bedford Shipping Arrivals and Departures. Typewritten list. Vertical File, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ513	Mattapoisett Historical Society	Mattapoisett Historical Society, Mattapoisett, MA. Bette Roberts, Director.	2019-01-05			
AZ514	Logbook, bark Napoleon of New Bedford, voyage of 1874-1875	Logbook, bark Napoleon of New Bedford, voyage of 1874-1875. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA. Information courtesy of Pat Nottage.	2019-01-05			
AZ515	Logbook, ship Alexander of Nantucket, voyage of 1824-1827	Logbook, ship Alexander of Nantucket, voyage of 1824-1827. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA. Information courtesy of Barbara Moss.	2019-01-05			
AZ516	Logbook, brig Charleston Packet of Fairhaven, voyage of 1826-1828	Logbook, brig Charleston Packet of Fairhaven, voyage of 1826-1828. Baker Library, Harvard Business School, Cambridge, MA.	2019-01-05			
AZ517	Cuffe. Narrative of the Life and Adventures of Paul Cuffe	Cuffe, Paul. Narrative of the Life and Adventures of Paul Cuffe, a Pequot Indian: During Thirty Years spent at Sea, and in Travelling in Foreign Lands. Vernon, Printed by Horace N. Bill, 1839. Facsimile reprint, Cuffee’s Bookcase, Westport, MA, 1979.	2019-01-05			https://archive.org/details/narrativeoflifea00cuff
AZ518	Lebo, Susan	Lebo, Susan. Personal communication concerning logbooks in RG 84, National Archives and Records Administration, College Park, Maryland.	2019-01-05			
AZ519	Caulkins. History of New London, Connecticut	Caulkins, Frances M. History of New London, Connecticut from the First Survey of the Coast in 1612 to 1860. New London: H. D. Utley, 1895.	2019-01-05			https://archive.org/details/historyofnewlond00caul
AZ520	Philbrick. Remarkable Observations	Philbrick, Thomas, ed. Remarkable Observations: The Whaling Journal of Peleg Folger 1751-54. Mill Hill Press, Nantucket, Massachusetts, 2006.	2019-01-05			
AZ521	Judd. A Brief History of the Town of Fairhaven	Judd, Lewis Strong. A Brief History of the Town of Fairhaven. Fairhaven Old Home Week Association, 1903.	2019-01-05			https://archive.org/details/briefhistoryofto00fairh
AZ522	Whalemen’s Shipping List	Whalemen's Shipping List and Merchants' Transcript. New Bedford, MA., National Maritime Digital Library. www.nmdl.org/projects/wsl/.	2021-08-31			https://nmdl.org/projects/wsl/
AZ523	Donnelly, Richard	Donnelly, Richard. Personal communication re logbook of the voyage of King George, 1774.	2019-01-05			
AZ524	Ships' Papers. Sloop Mary	Ships' Papers. Sloop Mary. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ525	Delano Papers. 2007.66 Box 1 Series A, Folder 2	Delano Papers. 2007.66 Box 1 Series A, Folder 2. Research Library, New Bedford Whaling Museum, New Bedford, MA.	2019-01-05			
AZ526	Delano Papers. 2007.66 Box 1 Series A, Folder 10	Delano Papers. 2007.66 Box 1 Series A, Folder 10. Research Library, New Bedford Whaling Museum, New Bedford, MA.	2019-01-05			
AZ527	New Bedford Crew lists	New Bedford Crew lists, New Bedford Free Public Library on line database. www.newbedford-ma.gov/library/whaling-database/.	2019-01-05			http://www.newbedford-ma.gov/library/whaling-database/
AZ528	New Bedford Whaling Museum. Annual Report, 2010	Annual Report, 2010. New Bedford, MA: New Bedford Whaling Museum, 2011.	2019-01-05			
AZ529	Warrind. So Ends This Day	Warrin, Donald. So Ends This Day: The Portuguese in American Whaling 1765-1927. North Dartmouth, MA: University of Massachusetts Dartmouth, 2010.	2019-01-05			
AZ530	Weiss, Dr. Raymond B.	Weiss, Dr. Raymond Butler, a descendent of Captain Peter Butler. Personal communication of information relating to his Butler ancestors and their voyages as found in a large number of newspaper reports.	2021-08-31			
AZ531	Lund. Burials and Burial Places in the Town of Dartmouth, Massachusetts	Lund, Judith Navas. Burials and Burial Places in the Town of Dartmouth, Massachusetts. Dartmouth, MA: Dartmouth Cemetery Commission, Dartmouth Historical Commission, 1997.	2019-01-05			
AZ532	Foy, Charles	Charles Foy, East Illinois Univ., Charleston, IL. Personal communication. Information from Welcome Arnold Papers, John Carter Brown Library, Providence, RI and Aaron Lopez papers, Center for Jewish History, New York, NY.	2021-08-31			
AZ533	New Bedford, Mass. Vital Records to 1850.	New Bedford, Mass. Vital Records to 1850. Births, Marriages. Boston, Mass: New England Historical and Genealogical Society at the charge of the Eddy town-record fund, 1932-1941.	2019-01-05			
AZ534	Dartmouth, Mass. Vital Records to 1850	Dartmouth, Mass. Vital Records to 1850. Births. Boston, Mass: New England Historical and Genealogical Society at the charge of the Eddy town-record fund, 1929-1930.	2019-01-05			
AZ535	New Bedford Whaling Museum. Annual Report, 2013	Annual Report, 2013. New Bedford, MA: New Bedford Whaling Museum, 2014.	2019-01-05			
AZ536	Nantucket, Mass. Vital Records to 1850	Nantucket, Mass. Vital Records to 1850. Boston, Mass: New England Historical and Genealogical Society at the charge of the Eddy town-record fund, 1925-1927.	2019-01-05			
AZ537	Druett and Wallace. The Sailing Circle	Druett, Joan and Mary Anne Wallace. The Sailing Circle: 19th Century Seafaring Women From New York. Long Island, NY: Three Village Historical Society & Cold Spring Harbor Whaling Museum, 1995.	2019-01-05			
AZ538	Logbook, Ship Logan, voyage of 1838-1841	Logbook, Ship Logan, voyage of 1838-1841. Ebay listing March 20, 2010 www.ebay.com. Internet.	2019-01-05			
AZ539	New Bedford Whaling Museum.Annual Report, 2008	Annual Report, 2008. New Bedford, MA: New Bedford Whaling Museum, 2009.	2019-01-05			
AZ540	Logbook, Bark Thomas Dickason, voyage of 1869-1871	Logbook, Bark Thomas Dickason, voyage of 1869-1871. Ebay listing May 8, 2010 www.ebay.com. Internet.	2019-01-05			
AZ541	Logbook, Ship William Thompson, voyage of 1835-1838	Logbook, Ship William Thompson, voyage of 1835-1838. Ebay listing April 17, 2010 www.ebay.com. Internet.	2021-08-31			
AZ542	New Bedford Whaling Museum. Annual Report, 2009	Annual Report, 2009. New Bedford, MA: New Bedford Whaling Museum, 2010.	2019-01-05			
AZ543	Loan form for five Tallman family logbooks	Loan form, New Bedford Whaling Museum from Tallman family member dated June 8, 2011 for five family logbooks.	2019-01-05			
AZ544	Finni, John	Finni, John, Museum volunteer, New Bedford Whaling Museum Library. Personal communication.	2019-01-05			
AZ545	Logbook, Ship Helvetia, voyage of 1837-1839	Logbook, Ship Helvetia, voyage of 1837-1839. Swann Auction Galleries, Sale 2324, lot 356. Catalog downloaded from the internet 10/9/2013.	2019-01-05			https://catalogue.swanngalleries.com/asp/fullCatalogue.asp?salelot=2324+++++356+&refno=++676706&saletype=
AZ546	Logbook, Bark Massachusetts, voyage of 1865-1868	Logbook, Bark Massachusetts, voyage of 1865-1868. Bauman Rare Books, Downloaded from website November 2, 2012.	2019-01-05			
AZ547	Logbook, Bark LaGrange, voyage of 1850-1851	Logbook, Bark LaGrange, voyage of 1850-1851. Greg Gibson. Bookman’’s Log. Downloaded from the internet November 6, 2012.	2019-01-05			
AZ548	Logbook, Bark Superior, voyage of 1842-1843	Logbook, Bark Superior, voyage of 1842-1843. Leslie Hindman Auctioneers, Artfact. Downloaded from the internet November 6, 2012.	2019-01-05			
AZ549	New Bedford Whaling Museum. Annual Report, 2005	Annual Report, 2005. New Bedford, MA: New Bedford Whaling Museum, 2006.	2019-01-05			
AZ550	Logbook, Ship Two Brothers, voyage of 1847-1851	Logbook, Ship Two Brothers, voyage of 1847-1851. Bonhams, sale #16937 15 Feb 2009. Downloaded from the internet catalog 9 Feb 2009.	2019-01-05			
AZ551	Logbook, Schooner Laurel, Ship Benjamin Tucker	Logbook, Schooner Laurel, voyage of 1837-1838 and Logbook, Ship Benjamin Tucker, voyage of 1851-1855. Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., April 8-10, 2010.	2021-08-31			
AZ552	Logbook, Ship John Howland, voyage of 1847-1851	Logbook, Ship John Howland, voyage of 1847-1851. Ebay listing March 15, 2010 www.ebay.com. Internet.	2019-01-05			
AZ553	Nantucket Historical Association. Annual Report, 2010	Annual Report, 2010. Nantucket Historical Association. Historic Nantucket, Vol 61. No. 2 Summer 2011.	2019-01-05			
AZ554	Logbook. Ship Tybee, 1841 to 1843	Logbook of Whale Ship Tybee 1841 to 1843. Prices4Antiques.com. https://www.prices4antiques.com/Log-Book-Whaling-Journal-Whale-Ship-Tybee-1841-to-1843-D9713868.html accessed Sept. 2, 2021	2021-09-02			https://www.prices4antiques.com/Log-Book-Whaling-Journal-Whale-Ship-Tybee-1841-to-1843-D9713868.html
AZ555	Logbook, Brig Eagle, voyage of 1792	Logbook, Brig Eagle, voyage of 1792 et al. Auction Catalog. Fairfield, ME: James D. Julia, Inc, 2002.	2021-08-31			
AZ556	Logbook. Sloop Harlequin, Schooner Leviathan	Logbook, Sloop Harlequin, voyage of 1768-1768 and logbook, Schooner Leviathan, voyage of 1769-1769. Catalog 207. Gloucester, MA: Ten Pound Island Book Company, 2011 and letter to Michael Dyer offering these logs dated Oct 26, 2011.	2019-01-05			
AZ557	Nantucket Historical Association. Annual Report, 2009	Annual Report, 2009. Nantucket Historical Association. Historic Nantucket, Vol 60. No. 2 Summer 2010.	2021-08-31			
AZ558	New Bedford Whaling Museum. Annual Report, 2011	Annual Report, 2011. New Bedford, MA: New Bedford Whaling Museum, 2012.	2019-01-05			
AZ559	Logbooks Ship Nantucket, Ship China , Ship Lafayette, Ship Callao	Logbooks Ship Nantucket, voyage of 1845, Ship China voyage of 1846, Ship Lafayette, voyage of 1848, Ship Callao, voyage of 1849. Ebay listing June 6, 2011. www.ebay.com. Downloaded from internet June 6, 2011.	2019-01-05			
AZ560	Martin, N. A. Journal	Martin, N. A. Journal containing fragments of several whaling voyages. Catalog, Turkey Creek Auctions, Inc. Downloaded from internet November 28, 2011.	2019-01-05			
AZ561	Gardner. Collection 57, scrapbooks 53 and 54	Gardner, Grace Brown. Collection 57, scrapbooks 53 and 54. Nantucket Historical Society Research Library and Archives. Downloaded from the internet Oct 3, 2014.	2019-01-05			
AZ562	Nantucket Historical Association. Annual Report, 2011	Annual Report, 2011. Nantucket Historical Association. Historic Nantucket. Vol 62. No. 3 Summer 2012.	2019-01-05			
AZ563	New Bedford Whaling Museum Research Library. Scrapbook T-4	Scrapbook T-4. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ564	Mayhew, Katherine	Mayhew, Catherine. Personal communication.	2021-08-31			
AZ565	Jenkins. The Whaling Industry	Jenkins, Lawrence W. The Whaling Industry: Exhibition of Objects, . . .Salem: Peabody Museum, nd.	2019-01-05			
AZ566	Frank. Scrimshaw and Provenance	Frank, Stuart M. Scrimshaw and Provenance. Mystic, Connecticut: Mystic Seaport, 2013.	2019-01-05			
AZ567	Ten Pound Island Book Company. Catalog 223 and Catalog 225	Catalog 223 and Catalog 225. Gloucester, MA: Ten Pound Island Book Company, 2014.	2019-01-05			
AZ568	Archives.com	Archives.com	2025-01-16	dtc		https://www.archives.com/
AZ569	Spanburgh, Sally	Spanburgh, Sally, family member. Personal communication. March 10, 2015.	2019-01-05			
AZ570	Donnelly, Richard	Donnelly, Richard. Personal communication regarding logs sold and being sold at PBA Galleries, San Francisco, CA. and Skinner Auctions, and liveauctions.com.	2021-08-31			
AZ571	Ten Pound Island Book Company. Catalog 228	Catalog 228. Gloucester, MA: Ten Pound Island Book Company, 2015.	2019-01-05			
AZ572	Phiney. Journal of the good sloop Dolphin of Boston	Phiney (sic), Zenas. Journal of the good sloop Dolphin of Boston Isaak Freeman commander, May 6, 1772-October 4, 1772. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ573	Annual Report, 2014. New Bedford, MA: New Bedford Whaling Museum, 2015.	Annual Report, 2014. New Bedford, MA: New Bedford Whaling Museum, 2015.	2019-01-05			
AZ574	Druett. Women Who Went A-Whaling	Druett, Joan. Women Who Went A-Whaling. A Discursive List. Unpublished manuscript.	2019-01-05			
AZ575	Cheyet. Lopez of Newport	Cheyet, Stanley. Lopez of Newport. Detroit: Wayne State University Press, 1970.	2019-01-05			
AZ576	Journal Schooner Mystic 1910 - 1914; journal bark Greyhound 1917 - 1919	Journal Schooner Mystic 1910 - 1914; journal bark Greyhound 1917 - 1919. Ebay listing March 20, 2010 www.ebay.com.	2019-01-05			
AZ577	Grieve. The Sea Trade and its Development in Rhode Island Providence Plantations	Grieve, Robert. The Sea Trade and its Development in Rhode Island Providence Plantations : with an account of the evolution of transportation by land and water. Providence, R.I. : [s.n.], 1919.	2019-01-05			
AZ578	Northeast Auctions. Auction Catalog	Auction Catalog. Portsmouth, NH: Northeast Auctions, August 16, 2015.	2019-01-05			
AZ579	Lamont. Rise to be a People	Lamont, Thomas D. Rise to be a People. Urbana, IL: University of Illinois Press, 1986.	2019-01-05			
AZ580	African Americans: Voices of Triumph	African Americans: Voices of Triumph, New York: Time-Life Books, 1993.	2019-01-05			
AZ581	Marion Antique Auctions. Auction Catalog	Auction Catalog. Marion, MA: Marion Antique Auctions. November 24, 2012.	2019-01-05			
AZ582	Ten Pound Island Book Company. Auction Catalog 193	Auction Catalog 193. Gloucester, MA: Ten Pound Island Book Company.	2021-08-31			
AZ583	Lloyd’s Register for 1859, 1861, 1862, 1863	Lloyd’s Register for 1859, 1861, 1862, 1863. research.mysticseaport.org/indexes/ship-registers.	2025-01-16	dtc		https://research.mysticseaport.org/indexes/ship-registers
AZ584	Whalemen’s Shipping List. June 11, 1861	Whalemen's Shipping List and Merchants' Transcript. New Bedford, MA. June 11, 1861 as read on nmdl.org.	2021-08-31			http://images.mysticseaport.org/images/wsl/18610611.pdf
AZ585	Whalemen’s Shipping List. May 15 and 22, 1855 as read on nmdl.org.	Whalemen's Shipping List and Merchants' Transcript. New Bedford, MA. May 15 and 22, 1855 as read on nmdl.org.	2021-08-31		May 15; May 22	http://images.mysticseaport.org/images/wsl/18550515.pdf; http://images.mysticseaport.org/images/wsl/18550522.pdf
AZ586	Descendants of Whaling Masters members	Descendants of Whaling Masters members: Bruce Demoranville, descendant of Charles A. Chace and his father Jonathan Chace. Katherine Potter, (Mrs. William Potter), descendant of William Swain. Wheaton Wilbar, descendant of George Harrison Cannon. Judith M. Park, descendant of Abner Potter Barker, John Ellis, Chuck Taylor, descendant of Thomas G. Young. Marianne Hale, descendant of John N. Tatch. Personal communication.	2019-11-12			
AZ587	McKissack and McKissack. Black Hands, White Sails	McKissack, Patricia C. and Frederick L. McKissack. Black Hands, White Sails. New York: Scholastic Press, 1999.	2019-01-05			
AZ588	Howell, N. & H. Account Book. 1833-1847	Howell, N. & H. Account Book. 1833-1847, transcribed by Frank Sorrentino, November 4, 2012.	2019-01-05			
AZ589	Swann Galleries. Live auction	Live auction. New York: Swann Galleries. February 4, 2016.	2019-01-05			
AZ590	Frank. Biographical Dictionary of Scrimshaw Artists	Frank, Stuart. Biographical Dictionary of Scrimshaw Artists. Unpublished manuscript.	2019-01-05			
AZ591	Find a Grave website. www.findagrave.com.	Find a Grave website. www.findagrave.com.	2025-01-16	dtc		https://www.findagrave.com/
AZ592	Boyd Auctions. Auction catalog	Auction catalog. Eliot, ME: Boyd Auctions, Auction May 20, 2016 as seen on internet May 20, 2016.	2019-01-05			
AZ593	New Bedford Whaling Museum. Annual Report, 2015	Annual Report, 2015. New Bedford, MA: New Bedford Whaling Museum, 2016.	2019-01-05			
AZ594	Gardiner, Margaret Halsey	Gardiner, Margaret Halsey, descendant. Personal communication.	2019-01-05			
