mabsID	voyageID	voyage	masterID	maurymaster	vesselID	mauryvessel	mauryrig	mauryport	maurydest	mauryvol	maurypage	maurylink	mauryplaces	maurynotes	other_years
AB126	AV02804	Cherokee : 1837-1838	AM1299	Cook, E. F.	AS0101	Cherokee	Bark			22	66	https://catalog.archives.gov/id/454769793?objectPage=292	https://catalog.archives.gov/id/454769793?objectPage=225		1837 1838
AB127	AV02805	Cherokee : 1838-1840	AM1299	Cook, E. F.	AS0101	Cherokee	Bark			22	76	https://catalog.archives.gov/id/454769793?objectPage=302	https://catalog.archives.gov/id/454769793?objectPage=226		1838 1839 1840
AB128	AV02806	Cherokee : 1840-1843	AM0022	Adams, Joseph S.	AS0101	Cherokee	Bark	New Bedford, MA	Payta	134	130	https://catalog.archives.gov/id/454794942?objectPage=150	https://catalog.archives.gov/id/454794942?objectPage=19	sailed 12 Dec 1840	1840 1841 1842 1843
AB129	AV02808	Cherokee : 1846-1849	AM1046	Cleveland	AS0101	Cherokee	Bark			150	31	https://catalog.archives.gov/id/454798368?objectPage=52	https://catalog.archives.gov/id/454798368?objectPage=17		1846 1847 1848 1849
AB130	AV02809	Cherokee : 1849-1851	AM1046	Cleveland	AS0101	Cherokee	Bark			57	156	https://catalog.archives.gov/id/454777668?objectPage=821	https://catalog.archives.gov/id/454777668?objectPage=665		1849 1850 1851
AB131	AV02834	Chili : 1845-1848	AM4086	Ricketson, Henry H.	AS0107	Chili	Ship		Owyhee	128	18	https://catalog.archives.gov/id/454793109?objectPage=712	https://catalog.archives.gov/id/454793109?objectPage=693		1845 1846 1847 1848
AB132	AV02843	China : 1833-1835	AM3358	Potter, William R.	AS0092	China	Ship	New Bedford, MA	Cruising for right whales	154	127	https://catalog.archives.gov/id/454799208?objectPage=144	https://catalog.archives.gov/id/454799208?objectPage=18		1833 1834 1835
AB133	AV02845	China : 1837-1838	AM5070	Tower, William H.	AS0092	China	Ship	New Bedford, MA	Cruising for r. whales	154	143	https://catalog.archives.gov/id/454799208?objectPage=160	https://catalog.archives.gov/id/454799208?objectPage=18	AOWV has 'William E. Tower'	1837 1838
AB134	AV02846	China : 1838-1840	AM3948	Potter, William R.	AS0092	China	Ship	New Bedford, MA	Entry Islands	154	151	https://catalog.archives.gov/id/454799208?objectPage=168	https://catalog.archives.gov/id/454799208?objectPage=18		1838 1839 1840
AB135	AV02847	China : 1840-1842	AM3948	Potter, William R.	AS0092	China	Ship	New Bedford, MA	Entry Islands, N. Z.	149	1	https://catalog.archives.gov/id/454797546?objectPage=622	https://catalog.archives.gov/id/454797546?objectPage=617		1840 1841 1842
AB136	AV02849	China : 1846-1850	AM1858	Fisher	AS0092	China	Ship		Callao	160	165	https://catalog.archives.gov/id/454800028?objectPage=586	https://catalog.archives.gov/id/454800028?objectPage=421		1846 1847 1848 1849 1850
AB137	AV02860	Christopher Mitchell : 1834-1837	AM5328	Wilber	AS0124	Christopher Mitchell	Ship		Talcahuano	64	157	https://catalog.archives.gov/id/454779349?objectPage=625	https://catalog.archives.gov/id/454779349?objectPage=468		1834 1835 1836 1837
AB138	AV02864	Christopher Mitchell : 1845-1848	AM0006	Ackley, Enoch	AS0124	Christopher Mitchell	Ship	Nantucket, MA	Island of A?	149	22	https://catalog.archives.gov/id/454797546?objectPage=643	https://catalog.archives.gov/id/454797546?objectPage=617		1845 1846 1847 1848
AB139	AV02901	Citizen : 1843-1846	AM3030	Lansing, David F.	AS0115	Citizen	Ship	Sag Harbor, NY		78	131	https://catalog.archives.gov/id/454782055?objectPage=823			1843 1844 1845 1846
AB140	AV02902	Citizen : 1846-1849	AM3030	Lansing, David F.	AS0115	Citizen	Ship	Sag Harbor, NY		78	155	https://catalog.archives.gov/id/454782055?objectPage=848			1846 1847 1848 1849
AB141	AV02962	Clematis : 1843-1845	AM0136	Ames, Edward J.	AS1112	Clematis	Ship	New London, CT		159	67	https://catalog.archives.gov/id/454800028?objectPage=285		sailed 10 May 1843	1843 1844 1845
AB142	AV02964	Clematis : 1845-1848	AM0136	Ames, E. J.	AS1112	Clematis	Ship	New London, CT		159	84	https://catalog.archives.gov/id/454800028?objectPage=302		sailed 8 Apr 1845. AOWV has AM0239 Thomas M. Bailey	1845 1846 1847 1848
AB143	AV02965	Clematis : 1848-1851	AM0429	Bellows, Dexter	AS1112	Clematis	Ship	New London, CT	Ochotsk Sea	27	v22	https://catalog.archives.gov/id/454770787?objectPage=721		sailed 5 Oct 1848	1848 1849 1850 1851
AB144	AV02993	Clifford Wayne : 1837-1840	AM1612	Downes, Chas.	AS1114	Clifford Wayne	Ship		Copang	30	83	https://catalog.archives.gov/id/454771610?objectPage=599	https://catalog.archives.gov/id/454771610?objectPage=515		1837 1838 1839 1840
AB145	AV02994	Clifford Wayne : 1841-1844	AM1445	Crowell	AS1114	Clifford Wayne	Ship			99	158	https://catalog.archives.gov/id/454786670?objectPage=930	https://catalog.archives.gov/id/454786670?objectPage=773		1841 1842 1843 1844
AB146	AV03048	Columbia : 1843-1845	AM1711	Edwards, Lawrence B.	AS1122	Columbia	Bark	Sag Harbor, NY		53	94	https://catalog.archives.gov/id/454776880?objectPage=684		sailed 21 Jun 1843	1843 1844 1845
AB147	AV03049	Columbia : 1845-1848	AM3866	Pierson, S. B.	AS1122	Columbia	Bark	Sag Harbor, NY		392	103	https://catalog.archives.gov/id/454827471?objectPage=124			1845 1846 1847 1848
AB148	AV03056	Columbus : 1831-1832	AM0408	Baylies, Gustavus A.	AS1124	Columbus	Ship	Fairhaven, MA	Cruising S. Atlantic	134	198	https://catalog.archives.gov/id/454794942?objectPage=218	https://catalog.archives.gov/id/454794942?objectPage=20		1831 1832
AB149	AV03073	Columbus : 1839-1843	AM2151	Gardner	AS1125	Columbus	Ship		Tahiti	158	130	https://catalog.archives.gov/id/454800028?objectPage=148	https://catalog.archives.gov/id/454800028?objectPage=18		1839 1840 1841 1842 1843
AB150	AV03088	Columbus : 1840-1843	AM3787	Moss	AS0110	Columbus	Bark			151	30	https://catalog.archives.gov/id/454798368?objectPage=274	https://catalog.archives.gov/id/454798368?objectPage=237		1840 1841 1842 1843
AB151	AV03100	Columbus : 1844-1846	AM2781	Huntley, Wm.	AS0143	Columbus	Brig	New London, CT		59	41	https://catalog.archives.gov/id/454778531?objectPage=268		sailed 29 May 1844	1844 1845 1846
AB152	AV03207	Concordia : 1845-1847			AS1140	Concordia	Ship	Sag Harbor, NY		53	93	https://catalog.archives.gov/id/454776880?objectPage=683		sailed 25 Aug 1845. This log abandoned 13 Sep 1845	1845 1846 1847
AB153	AV03226	Condor : 1841-1844	AM3622	Norton, B.	AS0104	Condor	Ship			98	70	https://catalog.archives.gov/id/454786670?objectPage=641	https://catalog.archives.gov/id/454786670?objectPage=570		1841 1842 1843 1844
AB154	AV03238	Congress : 1842-1844			AS1143	Congress	Bark	Groton, CT		39	127	https://catalog.archives.gov/id/454773400?objectPage=548		sailed 18 Aug 1842	1842 1843 1844
AB155	AV03239	Congress : 1844-1847	AM3092	Lester, Austin	AS1143	Congress	Bark	Groton, CT		39	146	https://catalog.archives.gov/id/454773400?objectPage=567		sailed 18 October 1844	1844 1845 1846 1847
AB156	AV03248	Congress : 1846-1848	AM3124	Little	AS0112	Congress	Ship			79	172	https://catalog.archives.gov/id/454782948?objectPage=192	https://catalog.archives.gov/id/454782948?objectPage=18		1846 1847 1848
AB157	AV03263	Connecticut : 1827-1830	AM4534	Smith, Parker H.	AS1144	Connecticut	Ship	New London, CT		41	13	https://catalog.archives.gov/id/454774255?objectPage=31			1827 1828 1829 1830
AB158	AV03264	Connecticut : 1830-1831	AM4534	Smith, Parker H.	AS1144	Connecticut	Ship	New London, CT		41	38	https://catalog.archives.gov/id/454774255?objectPage=56		sailed 9 Jun 1830	1830 1831
AB159	AV03313	Cora : 1841-1845		Lewis	AS0100	Cora	Bark	New Bedford, MA		404	190	https://catalog.archives.gov/id/454828273?objectPage=123		sailed 2 Sep 1841	1841 1842 1843 1844 1845
AB160	AV03317	Coral : 1839-1842	AM4314	Sherman	AS0109	Coral	Ship		Santa, coast Peru	150	59	https://catalog.archives.gov/id/454798368?objectPage=80	https://catalog.archives.gov/id/454798368?objectPage=18		1839 1840 1841 1842
AB161	AV03318	Coral : 1842-1846	AM4295	Seabury, H. W.	AS0109	Coral	Ship		Gallapagos Islands	150	93	https://catalog.archives.gov/id/454798368?objectPage=114	https://catalog.archives.gov/id/454798368?objectPage=18		1842 1843 1844 1845 1846
AB162	AV03319	Coral : 1846-1850	AM4295	Seabury	AS0109	Coral	Ship			160	54	https://catalog.archives.gov/id/454800028?objectPage=475	https://catalog.archives.gov/id/454800028?objectPage=421		1846 1847 1848 1849 1850
AB163	AV03350	Corinthian : 1831-1835	AM5130	Upham	AS0097	Corinthian	Ship			60	64	https://catalog.archives.gov/id/454778531?objectPage=501	https://catalog.archives.gov/id/454778531?objectPage=437		1831 1832 1833 1834 1835
AB164	AV03351	Corinthian : 1835-1839	AM1449	Crowell	AS0097	Corinthian	Ship		Pacific Ocean	151	1	https://catalog.archives.gov/id/454798368?objectPage=239	https://catalog.archives.gov/id/454798368?objectPage=237		1835 1836 1837 1838 1839
AB165	AV03366	Coriolanus : 1847-1849		Appleman	AS1154	Coriolanus	Ship	Mystic, CT		56	118	https://catalog.archives.gov/id/454777668?objectPage=577		AOWV has AM3394 John McGinley	1847 1848 1849
AB166	AV03409	Cortes : 1828-1830	AM1249	Coleman, Ebenezer	AS0098	Cortes	Ship			31	123	https://catalog.archives.gov/id/454771610?objectPage=836	https://catalog.archives.gov/id/454771610?objectPage=714		1828 1829 1830
AB167	AV03412	Cortes : 1838-1842	AM2095	Gardner, Edward	AS0098	Cortes	Ship	New Bedford, MA	Pacific Ocean	15	138	https://catalog.archives.gov/id/454768152?objectPage=570	https://catalog.archives.gov/id/454768152?objectPage=430		1838 1839 1840 1841 1842
AB168	AV03413	Cortes : 1842-1846	AM2403	Hammond, J. W.	AS0098	Cortes	Ship		Paita	60	1	https://catalog.archives.gov/id/454778531?objectPage=438	https://catalog.archives.gov/id/454778531?objectPage=436		1842 1843 1844 1845 1846
AB169	AV03451	Courier : 1842-1846	AM3320	Marchant, H. H.	AS0099	Courier	Ship	New Bedford, MA	Pacific Ocean	139	64	https://catalog.archives.gov/id/454795781?objectPage=283	https://catalog.archives.gov/id/454795781?objectPage=218		1842 1843 1844 1845 1846
AB170	AV03468	Covington : 1843-1846	AM1582	Devol, O. B.	AS1165	Covington	Ship	Warren, RI	Pacific Ocean	65	1	https://catalog.archives.gov/id/454779349?objectPage=677	https://catalog.archives.gov/id/454779349?objectPage=674	sailed 9 Dec 1843, returned 26 April 1846	1843 1844 1845 1846
AB171	AV03489	Crescent : 1843-1846	AM3445	Miller, S.	AS1168	Crescent	Ship	Sag Harbor, NY		144	58	https://catalog.archives.gov/id/454796624?objectPage=457		sailed 12 Oct 1843	1843 1844 1845 1846
AB172	BV022040	Cyrus : 1810-1812		West, Paul	BS0220	Cyrus	Ship		New Island	93	104	https://catalog.archives.gov/id/454785746?objectPage=469	https://catalog.archives.gov/id/454785746?objectPage=364		1810 1811 1812
AB173	BV022010	Cyrus_1804		West	BS0220	Cyrus	Ship			158	1	https://catalog.archives.gov/id/454800028?objectPage=20	https://catalog.archives.gov/id/454800028?objectPage=17		1804
AB174	BV022030	Cyrus_1808		West, Paul	BS0220	Cyrus	Ship	London	Island of Mocha	149	116	https://catalog.archives.gov/id/454797546?objectPage=739	https://catalog.archives.gov/id/454797546?objectPage=619		1808
AB175	AV03576	Daniel Webster : 1833-1837	AM3864	Pierson, P.	AS1187	Daniel Webster	Ship	Sag Harbor, NY		144	117	https://catalog.archives.gov/id/454796624?objectPage=516		Only August to September 1838	1833 1834 1835 1836 1837
AB176	AV03583	Daniel Webster : 1845-1848	AM1470	Curry, E. L.	AS1187	Daniel Webster	Ship	Sag Harbor, NY		144	118	https://catalog.archives.gov/id/454796624?objectPage=517			1845 1846 1847 1848
AB177	AV03595	Dartmouth : 1844-1847	AM5131	Upham, William	AS0145	Dartmouth	Ship	New Bedford, MA	North West Coast	154	1	https://catalog.archives.gov/id/454799208?objectPage=20	https://catalog.archives.gov/id/454799208?objectPage=17		1844 1845 1846 1847
AB178	AV03698	Delta : 1845-1848			AS1203	Delta				170	v10	https://catalog.archives.gov/id/454801633?objectPage=588			1845 1846 1847 1848
AB179	AV03769	Dimon : 1845-1848	AM4455	Smith	AS0150	Dimon	Bark			108	148	https://catalog.archives.gov/id/454788615?objectPage=742	https://catalog.archives.gov/id/454788615?objectPage=594		1845 1846 1847 1848
AB180	AV03814	Dove : 1842-1844	AM3751	Peabody, F.	AS1228	Dove	Bark	New London, CT		90	168	https://catalog.archives.gov/id/454784753?objectPage=960		sailed 20 Apr 1842	1842 1843 1844
AB181	AV03817	Dove : 1849-1851	AM1998	Forsyth, Ezra R.	AS1228	Dove	Bark	New London, CT	Indian Ocean	27	v18	https://catalog.archives.gov/id/454770787?objectPage=636			1849 1850 1851
AB182	AV03819	Dove : 1851-1854	AM4148	Rose, C. L.	AS1228	Dove	Bark	New London, CT	Indian Ocean	118	v5	https://catalog.archives.gov/id/454791229?objectPage=107			1851 1852 1853 1854
AB183	AV03829	Draco : 1843-1847	AM1403	Cox, J. B.	AS0148	Draco	Bark			43	72	https://catalog.archives.gov/id/454774255?objectPage=630	https://catalog.archives.gov/id/454774255?objectPage=557		1843 1844 1845 1846 1847
AB184	AV03830	Draco : 1847-1850	AM1403	Cox	AS0148	Draco	Bark			132	57	https://catalog.archives.gov/id/454794004?objectPage=581	https://catalog.archives.gov/id/454794004?objectPage=524		1847 1848 1849 1850
AB185	AV03855	Draper : 1847-1851	AM3056	Lawton	AS0147	Draper	Ship			132	116	https://catalog.archives.gov/id/454794004?objectPage=640	https://catalog.archives.gov/id/454794004?objectPage=524		1847 1848 1849 1850 1851
AB186	AV03864	Dromo : 1844-1847	AM4690	Steele, A.	AS1232	Dromo	Ship	New London, CT		159	195	https://catalog.archives.gov/id/454800028?objectPage=412		1st part. begins 27 Jun 1844	1844 1845 1846 1847
AB187	AV03864	Dromo : 1844-1847	AM4690	Steele, A.	AS1232	Dromo	Ship	New London, CT		41	1	https://catalog.archives.gov/id/454774255?objectPage=18		2nd part. begins 16 Dec 1844	1844 1845 1846 1847
AB188	AV03870	Dromo : 1845-1848	AM2330	Grinnell, George	AS1233	Dromo	Bark	Warren, RI		65	98	https://catalog.archives.gov/id/454779349?objectPage=774	https://catalog.archives.gov/id/454779349?objectPage=674	sailed 8 Jul 1845. returned 26 Jun 1848	1845 1846 1847 1848
AB189	AV04038	Edward : 1846-1849	AM3179	Luce	AS1252	Edward	Bark			150	1	https://catalog.archives.gov/id/454798368?objectPage=20	https://catalog.archives.gov/id/454798368?objectPage=17		1846 1847 1848 1849
AB190	AV04055	Elbe : 1838-1840	AM5182	Waterman	AS1257	Elbe	Ship	New York, NY		389	91	https://catalog.archives.gov/id/454826547?objectPage=457		sailed 11 Jun 1838	1838 1839 1840
AB191	AV04166	Eliza Adams : 1835-1838	AM3491	Morse, John O.	AS0199	Eliza Adams	Ship	Fairhaven, MA	Pacific Ocean	409	1	https://catalog.archives.gov/id/454828811?objectPage=113	https://catalog.archives.gov/id/454828811?objectPage=109	sailed 26 Nov 1835	1835 1836 1837 1838
AB192	AV04190	Eliza F. Mason : 1853-1857	AM2895	Jernegan, Nath'l M.	AS0189	Eliza F. Mason	Ship	New Bedford, MA	North Pacific	186	v30	https://catalog.archives.gov/id/454806155?objectPage=146			1853 1854 1855 1856 1857
AB193	AV04195	Eliza L. B. Jenney : 1842-1846	AM0970	Church	AS1265	Eliza L. B. Jenney	Ship			71	38	https://catalog.archives.gov/id/454781080?objectPage=423	https://catalog.archives.gov/id/454781080?objectPage=384		1842 1843 1844 1845 1846
AB194	AV04200	Elizabeth : 1837-1841	AM5453	Wood, Charles L.	AS0172	Elizabeth	Ship	Dartmouth, MA	Talcahuano	127	1	https://catalog.archives.gov/id/454793109?objectPage=504	https://catalog.archives.gov/id/454793109?objectPage=502		1837 1838 1839 1840 1841
AB195	AV04226	Elizabeth : 1841-1844	AM1678	Eastham	AS0172	Elizabeth	Ship			108	110	https://catalog.archives.gov/id/454788615?objectPage=704	https://catalog.archives.gov/id/454788615?objectPage=594		1841 1842 1843 1844
AB196	AV04236	Elizabeth : 1841-1844	AM2545	Hedge, I. G.	AS2747	Elizabeth	Ship	Salem, MA	South Seas	424	v2	https://catalog.archives.gov/id/454829885?objectPage=92		sailed 13 Jan 1841	1841 1842 1843 1844
AB197	AV04258	Elizabeth Frith : 1845-1848	AM0468	Bishop, J.	AS1273	Elizabeth Frith	Bark	Sag Harbor, NY		144	109	https://catalog.archives.gov/id/454796624?objectPage=508			1845 1846 1847 1848
AB198	AV04361	Emerald : 1833-1834	AM3613	Norton, Clement	AS0178	Emerald	Ship	New Bedford, MA	Islands of Tristan	139	194	https://catalog.archives.gov/id/454795781?objectPage=412	https://catalog.archives.gov/id/454795781?objectPage=219		1833 1834
AB199	AV04378	Emerald : 1840-1843	AM0674	Brown	AS1291	Emerald	Bark	Salem, MA	Indian Ocean	143	21	https://catalog.archives.gov/id/454796624?objectPage=213		sailed 4 May 1840	1840 1841 1842 1843
AB200	AV04368	Emerald : 1847-1851	AM3511	Munkley	AS0178	Emerald	Ship		Payta	137	164	https://catalog.archives.gov/id/454794942?objectPage=800	https://catalog.archives.gov/id/454794942?objectPage=634		1847 1848 1849 1850 1851
AB201	AV04402	Emily Morgan : 1842-1846	AM1804	Ewer	AS0170	Emily Morgan				98	26	https://catalog.archives.gov/id/454786670?objectPage=597	https://catalog.archives.gov/id/454786670?objectPage=570		1842 1843 1844 1845 1846
AB202	AV04518	Enterprise : 1831-1834	AM5034	Tilton, Samuel	AS0174	Enterprise	Ship		Callao	22	36	https://catalog.archives.gov/id/454769793?objectPage=262	https://catalog.archives.gov/id/454769793?objectPage=225		1831 1832 1833 1834
AB203	AV04580	Erie : 1840-1844	AM3205	Luce	AS2753	Erie	Ship		Santa Isle	2	175	https://catalog.archives.gov/id/454764819?objectPage=380	https://catalog.archives.gov/id/454764819?objectPage=204		1840 1841 1842 1843 1844
AB204	AV04682	Euphrates : 1842-1846	AM3933	Post, R. G.	AS0175	Euphrates	Ship		Valparaiso	2	1	https://catalog.archives.gov/id/454764819?objectPage=206	https://catalog.archives.gov/id/454764819?objectPage=203		1842 1843 1844 1845 1846
AB205	AV04684	Euphrates : 1846-1849	AM1713	Edwards	AS0175	Euphrates	Ship			2	38	https://catalog.archives.gov/id/454764819?objectPage=243	https://catalog.archives.gov/id/454764819?objectPage=203		1846 1847 1848 1849
AB206	AV04685	Euphrates : 1849-1851	AM1436	Crosby, S. W.	AS0175	Euphrates	Ship		Guam	525	120	https://catalog.archives.gov/id/454832854?objectPage=881	https://catalog.archives.gov/id/454832854?objectPage=757		1849 1850 1851
AB207	AV04780	Fabius : 1846-1849	AM4518	Smith	AS0222	Fabius	Ship			136	1	https://catalog.archives.gov/id/454794942?objectPage=432	https://catalog.archives.gov/id/454794942?objectPage=429		1846 1847 1848 1849
AB208	AV04782	Fabius : 1851-1854	AM4518	Smith, J. S. 	AS0222	Fabius	Ship	New Bedford, MA		6	256	https://catalog.archives.gov/id/454766349?objectPage=257		sailed 14 Jul 1851	1851 1852 1853 1854
AB209	AV04823	Falcon : 1832-1833	AM0297	Barker, Jos.	AS0211	Falcon	Ship	New Bedford, MA	South Atlantic	141	197	https://catalog.archives.gov/id/454795781?objectPage=836	https://catalog.archives.gov/id/454795781?objectPage=639	sailed 31 Jul 1832	1832 1833
AB210	AV04829	Falcon : 1843-1846	AM4078	Richmonds	AS0211	Falcon	Ship		Bay of Islands, N. Z.	126	1	https://catalog.archives.gov/id/454793109?objectPage=297	https://catalog.archives.gov/id/454793109?objectPage=295		1843 1844 1845 1846
